;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120
1913;1;0.8742;0.84927;0.8397;0.83357;0.82907;0.82543;0.82268;0.82051;0.81846;0.81655;0.81493;0.81312;0.81145;0.80975;0.8075;0.80522;0.80218;0.79857;0.79453;0.7899;0.78501;0.77914;0.77358;0.76893;0.76402;0.75885;0.75382;0.74892;0.74354;0.7385;0.73338;0.72776;0.72228;0.71649;0.71083;0.70463;0.69857;0.69217;0.68567;0.67882;0.67186;0.66479;0.65759;0.65053;0.64228;0.63417;0.62591;0.61724;0.60841;0.59884;0.58883;0.57896;0.5689;0.55805;0.54701;0.53516;0.5228;0.51057;0.49813;0.48447;0.47029;0.45591;0.44098;0.42586;0.40914;0.39229;0.37425;0.35619;0.33773;0.31754;0.29758;0.27753;0.25811;0.23767;0.21713;0.19639;0.17573;0.15624;0.13767;0.11967;0.10294;0.087;0.07363;0.061;0.04906;0.03932;0.03051;0.02349;0.0178;0.01315;0.00951;0.00691;0.0052;0.0036;0.00239;0.00163;0.00103;0.00071;0.0005;0.00032;0.00018;0.00011;0.00005;0.00002;0.00001;0.00001;0.00001;0;0;0;0;0;0;0;0;0;0;0;0;0
1914;1;0.87789;0.85567;0.84658;0.84105;0.83702;0.83345;0.83062;0.8283;0.82621;0.82435;0.82244;0.82078;0.81872;0.81694;0.81471;0.81239;0.80877;0.80415;0.74619;0.68401;0.63644;0.58623;0.5434;0.50566;0.4706;0.44029;0.41409;0.39004;0.36721;0.34651;0.3272;0.30927;0.29326;0.27933;0.26882;0.25947;0.25173;0.2448;0.2388;0.23278;0.2271;0.22227;0.21824;0.21419;0.21039;0.2071;0.20377;0.20096;0.1978;0.1946;0.19124;0.18782;0.18435;0.18071;0.1768;0.17283;0.16879;0.16447;0.15986;0.15531;0.15046;0.14544;0.14037;0.135;0.1297;0.12376;0.11804;0.11182;0.10539;0.09911;0.09219;0.08542;0.07868;0.07221;0.06561;0.05877;0.05229;0.04602;0.04002;0.03436;0.02904;0.02424;0.01974;0.01619;0.01299;0.01014;0.00779;0.0059;0.0044;0.0032;0.00224;0.00154;0.00106;0.00073;0.00049;0.00032;0.00023;0.00012;0.00007;0.00005;0.00002;0.00001;0.00001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1915;1;0.87924;0.85222;0.84043;0.83276;0.82727;0.82283;0.81918;0.81605;0.81347;0.81112;0.80904;0.80688;0.805;0.80265;0.8002;0.79762;0.79358;0.78934;0.75779;0.69464;0.62905;0.57306;0.52345;0.47618;0.43587;0.401;0.37044;0.34334;0.31961;0.29896;0.28005;0.26218;0.24582;0.23109;0.21853;0.20841;0.20022;0.19331;0.18748;0.18248;0.1777;0.17306;0.16895;0.16528;0.16217;0.15911;0.15618;0.15343;0.15087;0.14834;0.14578;0.14309;0.14028;0.13743;0.13461;0.13142;0.12835;0.12506;0.12163;0.11807;0.11447;0.11073;0.10668;0.1025;0.0983;0.09398;0.08937;0.08476;0.0798;0.07489;0.06985;0.06465;0.05933;0.05419;0.04924;0.0444;0.03944;0.03473;0.03019;0.02597;0.02211;0.01867;0.01549;0.01255;0.01018;0.00804;0.0062;0.00468;0.0035;0.00256;0.00183;0.0013;0.00093;0.00065;0.00042;0.00026;0.00018;0.00012;0.00009;0.00004;0.00003;0.00002;0.00001;0.00001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1916;1;0.86221;0.83835;0.82764;0.8214;0.81628;0.81255;0.80925;0.80664;0.80423;0.80231;0.80032;0.79828;0.79646;0.79428;0.79201;0.789;0.78588;0.78121;0.76116;0.72227;0.67678;0.62923;0.58741;0.54948;0.51243;0.48069;0.45261;0.42716;0.40433;0.38376;0.36572;0.34881;0.33259;0.3175;0.30377;0.29167;0.28183;0.27368;0.2668;0.26078;0.25559;0.25061;0.24563;0.24133;0.2374;0.23373;0.23002;0.22627;0.22246;0.21892;0.21553;0.21186;0.20801;0.20409;0.2001;0.19592;0.19142;0.18672;0.18195;0.17685;0.17155;0.16618;0.16047;0.15444;0.14835;0.14208;0.1355;0.12863;0.12175;0.11437;0.10692;0.09945;0.09149;0.08388;0.07617;0.06866;0.06139;0.05412;0.04744;0.04091;0.03475;0.02918;0.02431;0.02001;0.01597;0.01262;0.00985;0.00745;0.00558;0.00409;0.00298;0.00205;0.0014;0.00097;0.00068;0.00044;0.00028;0.00018;0.00011;0.00006;0.00004;0.00003;0.00002;0.00002;0.00001;0.00001;0.00001;0.00001;0;0;0;0;0;0;0;0;0;0;0;0
1917;1;0.85399;0.82653;0.81598;0.80939;0.80454;0.80065;0.79773;0.79518;0.79301;0.79102;0.7892;0.78733;0.78542;0.78346;0.7812;0.77836;0.77465;0.77031;0.75362;0.72815;0.702;0.67297;0.64259;0.61559;0.59051;0.56525;0.5433;0.52319;0.5044;0.48714;0.4716;0.45745;0.44383;0.4304;0.41776;0.40585;0.39531;0.38646;0.37905;0.37235;0.36646;0.36109;0.35582;0.35062;0.34551;0.34078;0.33611;0.33137;0.32638;0.32116;0.316;0.31107;0.30554;0.29991;0.29399;0.28778;0.28146;0.27465;0.26754;0.25994;0.25204;0.24422;0.23608;0.22743;0.21808;0.20846;0.19879;0.18886;0.1781;0.1672;0.15581;0.14441;0.13323;0.12157;0.1098;0.09824;0.0876;0.07708;0.06661;0.05683;0.04793;0.0401;0.03284;0.02665;0.02132;0.01646;0.01258;0.00933;0.00689;0.00486;0.00336;0.00237;0.00167;0.00108;0.00073;0.0005;0.00033;0.0002;0.00014;0.00008;0.00006;0.00005;0.00003;0.00002;0.00002;0.00001;0.00001;0.00001;0.00001;0;0;0;0;0;0;0;0;0;0;0
1918;1;0.84034;0.80451;0.78804;0.77888;0.77154;0.76601;0.76136;0.75736;0.75404;0.75088;0.74792;0.74486;0.742;0.73905;0.73539;0.73068;0.72453;0.71624;0.70374;0.67856;0.64526;0.61132;0.57391;0.53634;0.50235;0.47088;0.44078;0.41493;0.39196;0.37086;0.35158;0.33403;0.31816;0.30339;0.28917;0.27592;0.26378;0.25302;0.24415;0.23667;0.23019;0.22472;0.21984;0.21496;0.2101;0.20579;0.20155;0.1974;0.19321;0.18891;0.18487;0.18089;0.17715;0.17328;0.16925;0.16507;0.16105;0.15687;0.15263;0.14823;0.14356;0.13884;0.13397;0.12893;0.12363;0.11798;0.11255;0.10677;0.101;0.0945;0.08834;0.08206;0.07581;0.06943;0.06291;0.05679;0.0508;0.04515;0.03969;0.03436;0.02946;0.02502;0.02101;0.01732;0.01423;0.01136;0.00883;0.00691;0.00522;0.00388;0.00283;0.00207;0.00146;0.00099;0.0007;0.00049;0.00031;0.0002;0.00011;0.00008;0.00004;0.00002;0.00001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1919;1;0.84729;0.82179;0.81007;0.80329;0.79853;0.79469;0.79161;0.78898;0.78665;0.78445;0.78222;0.7803;0.77852;0.77634;0.77376;0.77057;0.76676;0.76175;0.7557;0.74803;0.73817;0.72772;0.7173;0.70553;0.69345;0.68203;0.67122;0.66046;0.65068;0.64128;0.63244;0.62358;0.61527;0.60731;0.59911;0.59106;0.58335;0.57538;0.56835;0.56105;0.55448;0.54762;0.54087;0.53445;0.52772;0.52087;0.51391;0.50729;0.50054;0.49295;0.48523;0.47713;0.46888;0.45998;0.45118;0.44196;0.43205;0.42225;0.41199;0.40127;0.38982;0.37819;0.36581;0.35327;0.33997;0.32536;0.31099;0.29595;0.28058;0.26521;0.24784;0.2316;0.21442;0.19735;0.1802;0.16264;0.14614;0.12977;0.11458;0.09956;0.08523;0.07227;0.06035;0.0496;0.04036;0.03204;0.0248;0.0189;0.0142;0.01041;0.00748;0.00535;0.00383;0.00257;0.00178;0.00101;0.00068;0.00047;0.0003;0.00021;0.00014;0.00009;0.00006;0.00003;0.00002;0.00002;0.00001;0.00001;0.00001;0;0;0;0;0;0;0;0;0;0;0
1920;1;0.87354;0.85168;0.84119;0.835;0.83041;0.82698;0.82411;0.82167;0.81935;0.81746;0.81571;0.81393;0.81213;0.81029;0.80826;0.80567;0.80253;0.79899;0.79468;0.78907;0.78304;0.77751;0.77156;0.76593;0.76025;0.75489;0.74966;0.74417;0.73921;0.73398;0.72888;0.72372;0.71847;0.71315;0.70797;0.7027;0.69734;0.69189;0.68635;0.68047;0.6745;0.66841;0.66221;0.65615;0.64945;0.64262;0.63565;0.62854;0.62072;0.61247;0.60405;0.59488;0.58553;0.57568;0.56504;0.55419;0.54251;0.53128;0.51883;0.50617;0.49226;0.4785;0.46381;0.44857;0.43242;0.41539;0.3986;0.3802;0.36178;0.34295;0.32342;0.30293;0.28166;0.26082;0.23979;0.21842;0.19759;0.17739;0.15716;0.13851;0.12043;0.10343;0.08802;0.07366;0.06086;0.04923;0.03948;0.03094;0.02376;0.01815;0.01341;0.00997;0.0072;0.00521;0.00362;0.00252;0.00185;0.00126;0.00089;0.00054;0.00037;0.00027;0.00018;0.00011;0.00008;0.00006;0.00004;0.00003;0.00002;0.00002;0.00001;0.00001;0.00001;0;0;0;0;0;0;0
1921;1;0.87087;0.85136;0.84344;0.83829;0.83444;0.8313;0.82873;0.82644;0.82442;0.82269;0.82093;0.81915;0.8175;0.81583;0.81378;0.81171;0.80907;0.80569;0.80189;0.79605;0.79016;0.78495;0.7797;0.77438;0.7692;0.76396;0.75924;0.75426;0.74941;0.7445;0.73992;0.73507;0.73013;0.72512;0.71959;0.71441;0.70892;0.70333;0.69741;0.69139;0.68527;0.67903;0.67267;0.66594;0.6596;0.65259;0.64517;0.6376;0.62959;0.62113;0.6125;0.60309;0.59349;0.58309;0.57249;0.56072;0.54908;0.53689;0.52415;0.5105;0.49665;0.48222;0.46686;0.45096;0.4345;0.41715;0.39931;0.38101;0.36263;0.34272;0.32218;0.30183;0.27961;0.25896;0.23774;0.21681;0.19599;0.17491;0.15505;0.13567;0.11753;0.1009;0.08486;0.07035;0.05757;0.04647;0.03706;0.02915;0.02246;0.01688;0.01241;0.00888;0.0063;0.00435;0.00301;0.00202;0.00141;0.00094;0.0006;0.00038;0.0002;0.00011;0.00005;0.00002;0.00001;0.00001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1922;1;0.90155;0.88604;0.87919;0.8746;0.87121;0.86855;0.86634;0.86442;0.8628;0.86115;0.85947;0.85811;0.85656;0.85497;0.853;0.85082;0.84823;0.84486;0.84087;0.83682;0.83253;0.82759;0.82258;0.81752;0.8124;0.807;0.80195;0.79704;0.79185;0.7868;0.78168;0.77647;0.77187;0.76625;0.76054;0.75473;0.74883;0.74283;0.73621;0.73;0.7234;0.71695;0.70983;0.70285;0.69517;0.68734;0.67906;0.67092;0.662;0.65259;0.643;0.63354;0.62288;0.61167;0.60026;0.58792;0.57501;0.56151;0.54778;0.53306;0.51775;0.50258;0.48638;0.46878;0.45022;0.43153;0.4123;0.39257;0.37276;0.3509;0.32882;0.3062;0.28356;0.25993;0.23705;0.21363;0.19134;0.16904;0.14799;0.12827;0.10955;0.09308;0.07754;0.06342;0.05129;0.04095;0.03172;0.02441;0.01824;0.01362;0.00981;0.00729;0.00509;0.00344;0.00224;0.00143;0.0009;0.00059;0.00036;0.00024;0.00012;0.00007;0.00003;0.00001;0.00001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1923;1;0.89026;0.87062;0.86351;0.85921;0.85591;0.85333;0.85119;0.84901;0.84744;0.846;0.84454;0.84322;0.84171;0.84017;0.83826;0.83597;0.83329;0.83002;0.82634;0.82206;0.81734;0.81276;0.80832;0.80362;0.79886;0.79404;0.78936;0.78441;0.7798;0.77534;0.77037;0.76577;0.76086;0.75587;0.75034;0.74519;0.73947;0.73365;0.72773;0.72145;0.71481;0.70831;0.70143;0.69442;0.68701;0.67973;0.67203;0.66417;0.65586;0.64707;0.63751;0.62807;0.61845;0.60797;0.59696;0.5854;0.57294;0.56027;0.54738;0.53282;0.51842;0.50343;0.48784;0.47128;0.45378;0.43613;0.41756;0.39813;0.37904;0.35836;0.33777;0.31654;0.29479;0.27302;0.24996;0.22802;0.2065;0.18433;0.16343;0.1433;0.12367;0.10583;0.08933;0.07431;0.06046;0.04906;0.03913;0.03057;0.02372;0.01787;0.0133;0.00973;0.00704;0.00495;0.0034;0.00223;0.00159;0.00107;0.00075;0.00051;0.00036;0.00027;0.00018;0.00012;0.00008;0.00007;0.00005;0.00004;0.00003;0.00002;0.00001;0.00001;0.00001;0;0;0;0;0;0;0
