;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060
87;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171;-171
88;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159;-159
89;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145;-145
90;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126;-126
91;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115;-115
92;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103;-103
93;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86;-86
94;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52
95;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46;-46
96;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52;-52
97;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77
98;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77;-77
99;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71;-71
100;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44
101;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20;-20
102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
