;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060
48;412364;420731;422124;423707;418820;432124;436751;431291;430806;419231;419511;423449;427781;436960;439073;428571;405853;385117;376472;388346;384814;393262;416885;416838;417233;396000;406406;416554;426676;425250;429151;425743;424255;416235;410253;395260;396272;407193;412739;410231;416066;420099;437012;428646;423568;419621;422077;423347;431536;437472;442697;439752;438529;437532
49;413090;410772;419133;420552;422160;417325;430603;435242;429835;429381;417882;418189;422139;426482;435654;437787;427349;404737;384097;375504;387360;383861;392303;415872;415848;416264;395116;405512;415650;425764;424362;428273;424894;423430;415450;409502;394565;395592;406502;412052;409567;415405;419445;436336;428005;422954;419031;421497;422780;430967;436906;442135;439211;438004
50;409301;411345;409074;417428;418875;420510;415731;428981;433632;428282;427863;416444;416780;420744;425099;434263;436417;426049;403551;383014;374477;386313;382850;391286;414797;414797;415235;394180;404564;414692;424797;423421;427342;423995;422556;414620;408709;393832;394875;405774;411327;408867;414708;418756;435623;427330;422308;418411;420888;422184;430369;436311;441545;438643
51;404389;407444;409516;407295;415642;417119;418783;414064;427285;431949;426660;426278;414945;415312;419291;423658;432815;434991;424698;402321;381894;373417;385232;381807;390237;413687;413712;414174;393218;403590;413707;423803;422455;426387;423074;421662;413772;407900;393088;394147;405035;410592;408158;414003;418059;434901;426648;421658;417788;420277;421587;429770;435716;440955
52;408057;402384;405462;407563;405396;413735;415244;416938;412283;425472;430151;424926;424583;413342;413742;417736;422117;431265;433465;423251;401004;380694;372281;384074;380690;389112;412497;412549;413037;392186;402545;412650;422736;421418;425362;422085;420702;412861;407031;392288;393364;404240;409801;407395;413244;417309;434124;425914;420958;417117;419618;420944;429124;435074
53;400673;405914;400322;403424;405555;403443;411774;413315;415040;410452;423607;428300;423143;422840;411695;412129;416138;420533;429672;431897;421765;399654;379466;371120;382889;379548;387962;411278;411358;411873;391132;401477;411570;421644;420358;424314;421075;419722;411933;406146;391475;392570;403433;408998;406621;412474;416548;433334;425170;420249;416439;418953;420295;428472
54;408107;398386;403638;398129;401256;403418;401364;409686;411261;413018;408500;421619;426327;421240;420979;409934;410404;414429;418838;427967;430218;420172;398203;378144;369867;381611;378315;386720;409964;410074;410616;389991;400321;410401;420463;419210;423179;419979;418657;410923;405181;390586;391701;402550;408119;405773;411629;415713;432469;424353;419468;415691;418218;419577
55;400597;405617;396019;401285;395865;399019;401215;399222;407537;409149;410941;406497;419581;424306;419293;419077;408136;408645;412688;417113;426234;428513;418556;396734;376807;368603;380323;377073;385471;408643;408784;409356;388849;399165;409234;419285;418067;422049;418890;417601;409923;404229;389711;390846;401683;407257;404943;410804;414898;431625;423558;418711;414967;417509
56;418076;397935;402973;393503;398784;393457;396641;398873;396944;405253;406904;408734;404366;417415;422159;417223;417055;406222;406771;410834;415277;424390;426699;416835;395164;375373;367244;378940;375739;384131;407229;407403;408006;387621;397924;407981;418022;416840;420837;417721;416466;408846;403200;388762;389918;400743;406323;404042;409908;414014;430712;422695;417887;414177
57;412669;415092;395177;400232;390894;396189;390957;394171;396439;394576;402877;404567;406435;402146;415157;419920;415063;414943;404223;404813;408895;413356;422460;424799;415031;393517;373869;365817;377488;374337;382721;405742;405950;406584;386326;396615;406659;416689;415544;419556;416484;415265;407705;402110;387755;388933;399744;405331;403084;408955;413072;429740;421775;417007
58;413077;409463;411931;392252;397325;388125;393435;388302;391547;393854;392059;400353;402084;403992;399785;412757;417539;412766;412696;402094;402727;406829;411309;420404;422774;413107;391757;372258;364287;375931;372833;381209;404150;404393;405061;384935;395209;405241;415259;414153;418181;415155;413973;406476;400934;386666;387867;398664;404258;402047;407923;412052;428688;420778
59;404871;409635;406124;408638;389201;394292;385234;390559;385528;388804;391150;389426;397711;399484;401433;397310;410242;415044;410356;410338;399857;400534;404657;409156;418241;420643;411080;389899;370554;362666;374283;371239;379607;402464;402744;403446;383457;393715;403734;413740;412674;416718;413740;412597;405164;399677;385499;386724;397506;403107;400933;406815;410956;427559
60;383399;401187;405976;402571;405130;385943;391052;382139;387479;382553;385860;388245;386593;394868;396684;398674;394638;407526;412348;407748;407783;397427;398149;402293;406811;415885;418320;408865;387860;368676;360875;372462;369474;377833;400601;400919;401656;381811;392051;402055;412048;411024;415084;412156;411053;403688;398258;384174;385424;396190;401797;399662;405549;409703
61;288670;379599;397272;402086;398789;401395;382467;387593;378831;384185;379367;382706;385131;383553;391817;393677;395709;391763;404605;409446;404937;405027;394801;395570;399735;404272;413333;415802;406460;385639;366622;358912;370467;367538;375887;398561;398918;399692;379997;390218;400206;410185;409204;413281;410405;409343;402049;396679;382694;383969;394718;400332;398237;404130
62;281403;285622;375585;393138;397978;394793;397447;378789;383933;375328;380696;375991;379363;381829;380329;388581;390487;392562;388710;401504;406365;401952;402098;392008;392826;397013;401569;410618;413122;403897;383268;364426;356810;368332;365464;373803;396379;396777;397589;378051;388253;398224;408188;407252;411347;408525;407506;400286;394979;381097;382399;393130;398751;396698
63;274341;278129;282358;371318;388744;393609;390538;393240;374860;380021;371577;376958;372368;375773;378280;376859;385097;387049;389168;385412;398155;403035;398720;398924;388975;389842;394051;398626;407660;410200;401097;380668;362008;354490;365977;363172;371499;393971;394411;395262;375888;386069;396022;405968;405079;409192;406426;405452;398310;393068;379294;380624;391335;396963
64;256063;270863;274664;278901;366817;384110;388998;386044;388794;370702;375878;367600;372993;368522;371959;374508;373168;381390;383388;385552;381895;394583;399482;395268;395532;385729;386646;390877;395471;404488;407064;398088;377869;359399;351983;363432;360693;369006;391368;391851;392743;373541;383698;393631;403558;402718;406849;404141;403214;396153;390980;377319;378678;389367
65;225766;252551;267210;271024;275268;362105;379259;384171;381337;384136;366341;371533;363426;368831;364483;367953;370545;369288;377493;379539;381749;378194;390824;395743;391634;391959;382307;383276;387529;392143;401142;403756;394911;374909;356636;349326;360735;358064;366362;388610;389138;390072;371048;381181;391093;401000;400211;404360;401713;400834;393857;388755;375212;376601
66;232516;222434;248883;263394;267221;271473;357184;374192;379128;376420;379269;361784;366991;359063;364480;360259;363764;366400;365230;373417;375512;377770;374322;386891;391830;387830;388219;378725;379748;384024;388658;397639;400292;391584;371809;353742;346542;357910;355310;363592;385721;386296;387274;368436;378544;388433;398320;397584;401752;399168;398340;391451;386423;373003
67;243129;228782;218924;245020;259374;263212;267469;351997;368850;373807;371228;374127;356965;362185;354443;359870;355781;359319;362000;360919;369084;371229;373535;370198;382701;387659;383772;384227;374898;375977;380275;384929;393888;396581;388017;368482;350632;343548;354870;352345;360609;382609;383233;384256;365616;375695;385559;395423;394742;398930;396412;395637;388841;383892
68;235695;238858;224829;215203;240928;255116;258963;263224;346513;363201;368178;365730;368679;351852;357085;349534;354970;351017;354588;357313;356324;364464;366660;369014;365792;378223;383199;379430;379952;370796;371931;376252;380925;389859;392592;384179;364896;347275;340313;351585;349137;357381;379243;379918;380987;362556;372604;382440;392278;391655;395862;393414;392694;385996
69;231575;231140;234319;220621;211238;236572;250585;254440;258704;340689;357201;362198;359887;362887;346412;351656;344306;349749;345938;349543;352314;351420;359533;361782;364186;361084;373438;378432;374787;375379;366404;367598;371942;376634;385542;388317;380062;361045;343666;336832;348051;345684;353906;375622;376350;377467;359257;369271;379077;388888;388325;392552;390178;389516
70;230390;226633;226285;229476;216125;206994;231911;245734;249594;253857;334451;350771;355783;353613;356662;340558;345809;338669;344115;340452;344089;346905;346109;354188;356490;358943;355967;368234;373243;369728;370392;361609;362864;367229;371938;380814;383631;375544;356814;339694;332997;344155;341874;350070;371623;372406;373573;355602;365577;375347;385125;384626;388872;386577
71;221891;225031;221441;221181;224382;211393;202527;226999;240617;244479;248737;327852;343964;348988;346963;350060;334346;339601;332681;338127;334618;338286;341146;340452;348491;350846;353349;350504;362675;367697;364318;365056;356477;357794;362179;366904;375743;378602;370694;352270;335429;328877;339967;337777;345942;367316;368157;369376;351662;361592;371322;381062;380630;384895
72;222403;216292;219444;216028;215859;219070;206460;197870;221876;235280;239143;243396;320962;336856;341892;340019;343166;327861;333120;326430;331876;328529;332228;335135;334548;342545;344956;347511;344804;356874;361910;358674;359490;351124;352507;356913;361655;370455;373359;365638;347535;330986;324586;335605;333510;341644;362831;363733;365007;347562;357446;367134;376835;376473
73;212181;216229;210379;213541;210306;210231;213450;201238;192938;216450;229625;233488;237734;313659;329320;334366;332652;335850;320975;326236;319788;325232;322054;325785;328740;328264;336216;338684;341293;338730;350692;355741;352655;353553;345413;346864;351291;356050;364807;367757;360235;342473;326233;319995;330938;328943;337042;358029;358995;360327;343169;353002;362645;372303
74;214085;205687;209716;204136;207304;204255;204275;207498;195704;187707;210691;223618;227477;231710;305884;321291;326342;324792;328039;313618;318877;312682;318120;315118;318879;321880;321519;329418;331943;334606;332194;344035;349095;346166;347148;339248;340769;345215;349989;358696;361693;354383;336987;321080;315014;325871;323983;332041;352808;353840;355233;338384;348160;357750
