;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060
75;202974;206881;198867;202874;197576;200749;197894;198013;201239;189883;182203;204631;217297;221150;225369;297700;312839;317894;316516;319813;305869;311124;305196;310626;307809;311601;314650;314410;322252;324837;327556;325303;337016;342087;339324;340394;332747;334341;338807;343597;352251;355297;348210;331200;315644;309760;320526;318750;326766;347301;348403;349860;333337;343052
76;197587;195488;199372;191755;195735;190727;193900;191245;191463;194688;183788;176438;198277;210665;214508;218708;289092;303943;308998;307796;311141;297697;302944;297294;302711;300087;303907;307003;306888;314666;317311;320086;317998;329572;334651;332061;333222;325841;327511;331995;336798;345393;348489;341637;325037;309853;304162;314828;313171;321139;341423;342598;344121;327946
77;180094;189527;187633;191487;184280;188226;183517;186685;184235;184552;187771;177347;170341;191553;203641;207469;211644;279958;294497;299545;298524;301914;288996;294229;288869;294267;291843;295688;298830;298843;306548;309252;312082;310167;321587;326670;324261;325515;318416;320163;324663;329476;338004;341149;334547;318385;303600;298113;308669;307136;315050;335059;336310;337902
78;169979;171898;181043;179358;183174;176392;180295;175896;179052;176813;177229;180436;170512;163866;184406;196170;199976;204120;270222;284421;289455;288620;292051;279689;284901;279845;285217;283002;286868;290053;290198;297819;300581;303466;301731;312980;318063;315844;317194;310395;312220;316733;321552;330003;333197;326862;311171;296815;291546;301979;300578;308429;328136;329466
79;157377;161400;163359;172199;170730;174503;168162;172017;167939;171081;169060;169577;172769;163366;157095;176930;188354;192135;196244;260026;273867;278884;278242;281715;269934;275122;270384;275728;273730;277617;280846;281129;288661;291483;294424;292878;303947;309028;307009;308459;301974;303881;308407;313233;321602;324848;318793;303597;289691;284652;294955;293693;301478;320868
80;147912;148566;152508;154500;163017;161764;165485;159596;163395;159645;162765;160966;161583;164753;155890;150007;169098;180158;183908;187974;249312;262769;267761;267316;270826;259651;264808;260399;265707;263933;267838;271108;271531;278964;281844;284840;283489;294362;299437;297625;299177;293022;295012;299547;304377;312655;315952;310192;295520;282091;277295;287456;286339;294051
81;136711;138720;139475;143325;145342;153515;152477;156135;150709;154441;151024;154115;152539;153254;156395;148089;142606;160912;171584;175294;179309;238071;251116;256073;255827;259368;248825;253941;249873;255136;253592;257509;260816;261381;268703;271638;274686;273537;284196;289258;287661;289316;283507;285581;290121;294949;303125;306472;301023;286907;273984;269443;279449;278484
82;121780;127252;129271;130119;133863;135895;143701;142875;146457;141501;145153;142074;145125;143773;144581;147683;139952;134880;152355;162612;166271;170224;226266;238866;243776;243729;247292;237407;242470;238754;243960;242651;246571;249909;250617;257812;260798;263893;262952;273374;278415;277040;278797;273351;275508;280047;284866;292926;296319;291198;277674;265290;261018;270852
83;111868;112451;117657;119672;120602;124223;126258;133673;133052;136542;132057;135615;132872;135869;134737;135631;138680;131536;126881;143481;153295;156891;160768;213953;226073;230920;231067;234640;225433;230428;227070;232204;231131;235043;238402;239250;246299;249327;252461;251730;261890;266897;265749;267605;262536;264772;269300;274100;282027;285460;280682;267785;255973;251984
84;101504;102364;103036;107956;109949;110946;114425;116446;123445;123017;126396;122379;125824;123413;126339;125421;126388;129369;122822;118588;134263;143601;147116;150900;201073;212671;217432;217765;221330;212822;217728;214732;219774;218935;222823;226189;227170;234048;237107;240268;239747;249610;254567;253648;255596;250920;253228;257730;262497;270266;273730;269311;257083;245882
85;93024;91903;92816;93557;98169;100121;101166;104482;106469;113024;112774;116020;112465;115775;113688;116524;115809;116836;119730;113787;109977;124671;133494;136908;140577;187566;198592;203240;203747;207282;199493;204283;201652;206575;205966;209809;213162;214268;220943;224016;227187;226873;236398;241282;240592;242622;238355;240723;245181;249895;257475;260955;256912;245401
86;83221;83232;82355;83302;84095;88380;90273;91348;94482;96417;102504;102416;105510;102407;105562;103789;106517;105994;107066;109854;104517;101131;114797;123073;126366;129901;173566;183976;188484;189152;192634;185577;190226;187958;192738;192352;196129;199451;200669;207112;210182;213346;213234;222383;227171;226708;228808;224962;227378;231773;236414;243774;247256;243602
87;42336;73445;73577;72920;73881;74705;78643;80456;81541;84471;86333;91928;91982;94901;92235;95213;93739;96337;95991;97090;99751;95018;92050;104640;112332;115481;118857;159050;168794;173130;173939;177340;171024;175501;173590;178195;178021;181704;184970;186285;192459;195502;198636;198717;207442;212104;211862;214015;210599;213046;217351;221893;228995;232458
88;30866;36744;63969;64199;63736;64690;65525;69103;70817;71892;74601;76370;81457;81631;84355;82104;84886;83692;86140;85953;87061;89575;85435;82873;94354;101434;104417;107611;144234;153270;157404;158332;161623;156045;160320;158755;163155;163177;166740;169924;171316;177187;180178;183258;183519;191776;196283;196250;198437;195453;197911;202101;206516;213323
89;22846;26311;31406;54876;55173;54872;55794;56614;59815;61406;62444;64910;66560;71117;71383;73885;72021;74580;73640;75911;75858;76949;79289;75725;73553;83878;90305;93090;96069;128981;137248;141134;142147;145286;140440;144467;143228;147377;147570;150970;154033;155471;160984;163885;166871;167289;175009;179313;179470;181658;179106;181542;185572;189814
90;17722;19113;22072;26419;46337;46676;46507;47377;48162;50983;52434;53416;55626;57140;61162;61494;63758;62247;64566;63852;65928;65983;67036;69183;66166;64360;73518;79274;81839;84580;113754;121219;124824;125889;128842;124704;128449;127509;131372;131709;134913;137820;139276;144391;147169;150027;150576;157710;161774;162095;164254;162121;164504;168337
91;16781;14508;15685;18164;21803;38391;38743;38673;39469;40196;42631;43924;44825;46763;48120;51600;51966;53971;52775;54832;54310;56167;56301;57288;59216;56714;55244;63213;68269;70583;73054;98427;105039;108315;109389;112108;108649;112063;111387;114913;115356;118314;121017;122449;127105;129710;132391;133034;139506;143270;143721;145803;144071;146354
92;20175;13448;11635;12609;14644;17628;31165;31507;31505;32210;32861;34917;36039;36841;38501;39686;42631;43003;44736;43812;45594;45228;46849;47032;47930;49620;47589;46421;53207;57553;59591;61767;83369;89099;92006;93045;95488;92662;95703;95249;98394;98901;101568;104021;105385;109531;111915;114369;115063;120809;124218;124756;126712;125349
93;15396;15837;10551;9135;9924;11559;13956;24776;25093;25135;25744;26312;28010;28962;29658;31050;32060;34502;34860;36326;35631;37142;36901;38286;38495;39292;40741;39129;38224;43888;47549;49307;51184;69210;74077;76604;77578;79727;77471;80125;79852;82601;83137;85493;87674;88939;92560;94696;96896;97606;102612;105639;106226;108024
94;11068;11805;12167;8106;7025;7650;8934;10815;19271;19553;19620;20131;20612;21983;22771;23358;24498;25338;27317;27646;28857;28350;29601;29456;30611;30826;31514;32728;31480;30797;35420;38436;39918;41500;56214;60257;62403;63287;65133;63378;65641;65508;67857;68391;70425;72319;73461;76554;78424;80351;81045;85312;87942;88542
95;7379;8268;8838;9128;6079;5273;5756;6742;8185;14642;14884;14962;15380;15776;16858;17494;17977;18889;19571;21138;21429;22407;22049;23061;22985;23927;24134;24712;25706;24763;24263;27954;30384;31605;32909;44659;47945;49727;50506;52056;50726;52614;52582;54546;55052;56770;58378;59382;61969;63569;65220;65871;69434;71670
96;5252;5343;6005;6435;6662;4430;3845;4210;4948;6029;10842;11044;11123;11457;11776;12611;13113;13501;14214;14756;15970;16220;16993;16750;17552;17525;18277;18467;18943;19740;19046;18692;21579;23497;24483;25537;34727;37346;38797;39468;40744;39764;41310;41348;42959;43424;44848;46188;47053;49177;50522;51910;52504;55426
97;3287;3651;3724;4203;4518;4690;3104;2691;2959;3496;4284;7772;7935;8008;8267;8517;9143;9529;9832;10375;10794;11710;11917;12512;12355;12974;12978;13563;13729;14110;14733;14238;13997;16198;17675;18451;19282;26290;28325;29478;30039;31064;30366;31601;31681;32971;33382;34534;35625;36350;38053;39156;40296;40820
98;2101;2182;2437;2493;2829;3053;3179;2086;1804;1995;2374;2930;5382;5508;5571;5766;5955;6411;6698;6927;7329;7643;8314;8479;8924;8828;9292;9313;9755;9894;10190;10663;10322;10165;11796;12902;13496;14133;19328;20867;21758;22213;23013;22534;23494;23594;24600;24949;25856;26720;27311;28641;29521;30432
99;1238;1330;1387;1560;1601;1829;1983;2073;1343;1156;1288;1547;1928;3600;3694;3745;3887;4025;4347;4554;4722;5011;5239;5716;5843;6166;6111;6449;6477;6801;6913;7135;7484;7257;7160;8335;9140;9581;10056;13800;14932;15601;15958;16566;16249;16975;17078;17841;18127;18821;19486;19954;20965;21648
100;1031;748;808;847;960;989;1138;1240;1301;832;713;801;972;1223;2322;2389;2429;2529;2626;2846;2991;3110;3310;3471;3799;3893;4120;4093;4331;4360;4590;4677;4839;5088;4944;4888;5708;6277;6595;6939;9556;10365;10853;11125;11574;11375;11909;12005;12568;12796;13313;13812;14171;14920
101;501;616;444;482;508;579;599;694;760;800;507;434;491;600;762;1466;1512;1542;1611;1677;1824;1923;2005;2141;2251;2472;2540;2696;2685;2849;2875;3035;3100;3216;3390;3301;3271;3832;4225;4450;4694;6485;7051;7400;7603;7928;7808;8193;8277;8684;8861;9239;9606;9876
102;266;295;364;263;287;303;347;360;418;460;485;308;265;301;368;469;906;937;958;1004;1048;1143;1208;1264;1353;1426;1571;1618;1722;1720;1830;1852;1960;2007;2087;2206;2153;2139;2513;2777;2932;3101;4294;4680;4924;5071;5300;5232;5503;5572;5860;5993;6263;6526
103;173;152;170;210;152;167;177;203;211;246;272;288;183;158;180;221;283;548;568;583;613;641;702;744;781;838;886;979;1011;1079;1081;1153;1170;1242;1275;1329;1409;1379;1374;1618;1793;1898;2012;2794;3052;3220;3324;3483;3447;3634;3689;3889;3987;4176
104;104;96;85;95;118;86;95;101;116;121;141;157;167;106;92;105;130;167;324;337;347;366;384;422;448;472;508;539;597;619;662;665;712;724;771;794;830;883;866;865;1022;1136;1205;1281;1784;1954;2067;2140;2248;2231;2358;2399;2536;2606
105;117;56;52;46;52;65;47;53;56;65;68;79;88;94;60;52;60;75;96;187;195;202;214;225;248;264;279;302;321;357;371;398;401;431;439;469;485;508;542;534;534;633;706;751;801;1118;1228;1303;1353;1425;1418;1503;1533;1625
106;125;61;29;27;24;28;35;25;29;30;35;37;43;48;52;33;29;33;42;54;106;110;115;122;129;143;152;161;175;187;209;218;234;237;255;261;280;290;305;326;323;324;385;430;459;491;688;758;806;840;887;885;941;962
107;9;63;31;15;14;12;15;18;13;15;16;19;20;23;26;28;18;16;18;23;30;58;61;64;68;72;80;86;91;99;107;120;125;135;137;148;152;164;170;179;192;191;192;229;257;275;295;415;459;489;511;542;542;578
