1920;0.003;8.23;0;3.67;9;0.3
1921;0.003;8.23;0;3.67;9;0.3
1922;0.003;8.23;0;3.67;9;0.3
1923;0.003;8.23;0;3.67;9;0.3
1924;0.003;8.23;0;3.67;9;0.3
1925;0.003;8.23;0;3.67;9;0.3
1926;0.003;8.23;0;3.67;9;0.3
1927;0.003;8.23;0;3.67;9;0.3
1928;0.003;8.23;0;3.67;9;0.3
1929;0.003;8.23;0;3.67;9;0.3
1930;0.003;8.23;0;3.67;9;0.5
1931;0.0029;16.46;0;3.67;17;0.5
1932;0.0026;16.46;0;3.67;17;0.5
1933;0.0025;16.46;0;3.67;17;0.5
1934;0.0024;16.46;0;3.67;17;0.5
1935;0.0022;16.46;0;3.67;17;0.6
1936;0.0024;18.29;0;3.67;19;0.7
1937;0.003;22.87;0;3.67;24;0.8
1938;0.0034;25.15;0;3.67;27;0.9
1939;0.0036;27.44;0;3.67;29;0.9
1940;0.0043;27.44;0;3.67;29;1.3
1941;0.005;41.16;0;3.67;43;2
1942;0.006;64.03;0;3.67;68;2
1943;0.0075;64.03;0;3.67;68;2.5
1944;0.0092;79.27;0;3.67;84;5.1
1945;0.0136;160.07;0;3.67;169;4.7
1946;0.0208;148.64;0;3.67;157;7.9
1947;0.031;249.25;0;3.67;263;10.8
1948;0.0492;341.49;0;3.67;360;12.5
1949;0.0557;393.32;0;3.67;415;14.6
1950;0.0613;402.47;0;3.67;460;18.3
1951;0.0713;525.95;0;3.67;576;21.2
1952;0.0797;676.87;0;3.67;694;22
1953;0.0784;695.17;0;3.67;707;23.4
1954;0.0787;695.17;0;3.67;742;25.4
1955;0.0794;722.61;0;3.67;793;28
1956;0.0827;804.93;0;3.67;856;31.6
1957;0.0852;804.93;0;3.67;915;36.4
1958;0.098;914.69;0;3.67;1058;39.3
1959;0.1041;1006.16;0;3.67;1146;43.8
1960;0.1078;1042.75;0;3.67;1240;47.5
1961;0.1114;1234.84;0;4.66;1355;53.3
1962;0.1168;1463.51;0;5.59;1495;59.6
1963;0.1224;1591.57;0;5.84;1638;65.8
1964;0.1266;1737.92;0;6.55;1774;71.3
1965;0.1297;1865.98;0;6.82;1879;77.4
1966;0.1332;1975.74;0;7.09;1983;84.1
1967;0.1369;2085.5;0;7.39;2098;92.7
1968;0.143;2195.27;850;8.16;2318;106.4
1969;0.1523;2487.97;1003;8.57;2544;119.9
1970;0.1602;2744.08;1083;9.19;2824;134
1971;0.1693;3018.49;1192;9.97;3145;149.7
1972;0.1797;3347.78;1328;10.66;3469;172.1
1973;0.1963;3731.95;1570;11.94;3997;202.3
1974;0.2232;4244.18;1933;13.84;4696;226.5
1975;0.2495;5030.82;2305;15.21;5448;260.3
1976;0.2735;5780.87;2645;16.8;6175;296.1
1977;0.2991;6604.09;2981;18.64;6848;333.1
1978;0.3262;7317.55;3365;20.7;7693;377
1979;0.3613;8177.37;3784;23.23;8631;428.8
1980;0.4103;9165.23;4375;26.15;9987;482.4
1981;0.4653;10482.39;5167;30.02;11417;551.8
1982;0.5203;12503.87;6080;33.09;12932;612
1983;0.5703;13976.53;6816;36.08;14176;666.5
1984;0.6126;15183.92;7460;38.55;15241;715
1985;0.6483;16272.41;7930;40.29;16275;774.6
1986;0.6655;17104.78;8201;40.29;17008;814.1
1987;0.6865;17809.09;8532;41.14;17719;874.3
1988;0.7049;18348.76;8766;41.96;18523;942.4
1989;0.7304;19098.81;9131;43.1;19210;993.4
1990;0.755;19976.92;9522;44.17;20434;1030
1991;0.7792;21001.38;9986;44.83;21384;1070.1
1992;0.7976;21970.95;10381;46.02;22044;1075.1
1993;0.8142;22839.91;10649;46.82;22659;1104.2
1994;0.8278;23342.99;10881;47.9;23037;1139.1
1995;0.8421;23772.9;11213;49.16;23553;1163.2
1996;0.8587;24577.83;11615;49.16;24066;1199.9
1997;0.8693;25099.21;11955;49.65;24556;1254.5
1998;0.8753;25776.08;12313;50.29;25048;1297.4
1999;0.8797;26471.25;12512;50.95;25728;1374.7
2000;0.8946;26892.01;12790;51.2;26373;1435.9
2001;0.9095;27349.35;13254;51.82;26811;1486.7
2002;0.927;28224;13689;52.49;27710;1531.9
2003;0.9463;29184;14216;52.49;28399;1587.2
2004;0.9664;29712;15007;52.76;29583;1646.3
2005;0.9839;30192;15859;53.71;30571;1726.2
2006;1;31068;16528;53.98;31444;1809.6
2007;1.0149;32184;16825.71;54.41;32199;1871
2008;1.0434;33276;17128.57;54.68;33292;1828
2009;1.0434;33341.42;17162.25;54.79;33357;1853.6
2010;1.0434;33526.32;17257.42;55.09;33542;1899.9
2011;1.0434;34004.96;17503.8;55.88;34021;1947.4
2012;1.0434;34592.2;17806.08;56.84;34609;1996.1
2013;1.0434;35189.59;18113.58;57.82;35206;2042
2014;1.0434;35837.08;18446.87;58.89;35854;2084.9
2015;1.0434;36496.48;18786.29;59.97;36514;2126.6
2016;1.0434;37168.01;19131.96;61.08;37186;2167
2017;1.0434;37851.91;19483.98;62.2;37870;2208.1
2018;1.0434;38548.38;19842.49;63.34;38567;2250.1
2019;1.0434;39257.67;20207.59;64.51;39276;2292.9
2020;1.0434;39980.01;20579.41;65.7;39999;2336.4
2021;1.0434;40699.65;20949.84;66.88;40719;2371.5
2022;1.0434;41310.15;21264.09;67.88;41330;2407
2023;1.0434;41940.13;21588.36;68.92;41960;2443.1
2024;1.0434;42579.71;21917.59;69.97;42600;2482.2
2025;1.0434;43229.05;22251.83;71.04;43250;2519.5
2026;1.0434;43888.3;22591.17;72.12;43909;2559.8
2027;1.0434;44557.59;22935.69;73.22;44579;2598.2
2028;1.0434;45237.1;23285.46;74.33;45259;2637.1
2029;1.0434;45926.96;23640.56;75.47;45949;2674.1
2030;1.0434;46627.35;24001.08;76.62;46650;2716.9
2031;1.0434;47338.42;24367.09;77.79;47361;2760.3
2032;1.0434;48060.33;24738.69;78.97;48083;2807.2
2033;1.0434;48793.25;25115.96;80.18;48817;2855
2034;1.0434;49537.34;25498.97;81.4;49561;2903.5
2035;1.0434;50292.79;25887.83;82.64;50317;2950
2036;1.0434;51059.75;26282.62;83.9;51084;2997.2
2037;1.0434;51838.42;26683.43;85.18;51863;3042.1
2038;1.0434;52628.95;27090.36;86.48;52654;3090.8
2039;1.0434;53431.54;27503.48;87.8;53457;3140.2
2040;1.0434;54246.37;27922.91;89.14;54272;3190.5
2041;1.0434;55073.63;28348.74;90.5;55100;3241.5
2042;1.0434;55913.5;28781.05;91.88;55940;3293.4
2043;1.0434;56766.18;29219.97;93.28;56793;3342.8
2044;1.0434;57631.87;29665.57;94.7;57659;3392.9
2045;1.0434;58510.75;30117.97;96.15;58539;3443.8
2046;1.0434;59403.04;30577.27;97.61;59431;3495.5
2047;1.0434;60308.94;31043.57;99.1;60338;3551.4
2048;1.0434;61228.65;31516.99;100.61;61258;3608.2
2049;1.0434;62162.39;31997.62;102.15;62192;3666
2050;1.0434;63110.36;32485.58;103.7;63141;3721
2051;1.0434;64057.02;32972.87;105.26;64088;3776.8
2052;1.0434;65017.88;33467.46;106.84;65049;3833.4
